n;date_hour;t_puna;ilum_puna;t_forest;ilum_forest;temp_puna;hr_puna;temp_forest;hr_forest
580;04/28/25 01:30:00PM;6.674;126;7.28;8;7.67;98.839;8.916;99.385
581;04/28/25 02:00:00PM;7.882;368;7.582;27;8.568;98.499;9.558;99.368
582;04/28/25 02:30:00PM;8.68;384;8.182;27;8.095;97.031;9.805;99.239
583;04/28/25 03:00:00PM;9.669;800;8.68;43;9.682;97.366;9.854;98.708
584;04/28/25 03:30:00PM;8.68;512;8.779;36;10.247;96.241;10.492;98.736
585;04/28/25 04:00:00PM;8.779;400;8.68;22;8.965;97.419;10.247;98.22
586;04/28/25 04:30:00PM;9.472;672;8.779;45;8.07;94.828;9.829;96.506
587;04/28/25 05:00:00PM;9.866;576;8.879;32;7.293;94.821;9.312;97.962
588;04/28/25 05:30:00PM;10.455;800;8.879;52;6.687;93.13;8.17;98.215
589;04/28/25 06:00:00PM;15.569;4352;10.161;192;6.509;94.487;7.569;98.737
590;04/28/25 06:30:00PM;11.236;1024;10.259;96;6.661;94.052;7.242;99.013
591;04/28/25 07:00:00PM;9.571;368;9.866;20;6.763;94.929;7.116;99.222
592;04/28/25 07:30:00PM;8.481;304;9.176;22;6.331;95.732;7.015;99.388
593;04/28/25 08:00:00PM;8.382;352;8.879;33;6.661;96.49;7.217;99.543
594;04/28/25 08:30:00PM;8.68;768;9.077;50;6.763;97.259;7.066;99.646
595;04/28/25 09:00:00PM;11.236;1600;9.571;83;6.051;97.529;6.99;99.722
596;04/28/25 09:30:00PM;12.207;2176;10.063;136;6.102;98.155;6.99;99.795
597;04/28/25 10:00:00PM;12.69;1536;10.063;81;6.535;98.545;7.041;99.834
598;04/28/25 10:30:00PM;15.473;1920;10.651;144;6.864;98.711;7.343;99.871
599;04/28/25 11:00:00PM;11.819;960;10.455;76;6.94;98.781;7.569;99.935
600;04/28/25 11:30:00PM;10.651;704;10.063;63;6.965;98.861;7.619;99.974
601;04/29/25 12:00:00AM;7.983;304;9.472;17;7.015;98.924;7.67;100
602;04/29/25 12:30:00AM;6.471;28;8.879;1;6.99;98.966;7.695;100
603;04/29/25 01:00:00AM;5.757;0;8.282;0;7.015;99.022;7.67;100
604;04/29/25 01:30:00AM;5.962;0;7.882;0;6.965;99.057;7.619;100
605;04/29/25 02:00:00AM;5.962;0;7.682;0;6.839;99.07;7.619;100
606;04/29/25 02:30:00AM;5.962;0;7.381;0;6.051;99.116;7.066;100
607;04/29/25 03:00:00AM;6.37;0;7.381;0;6.179;99.152;6.712;100
608;04/29/25 03:30:00AM;6.268;0;7.381;0;6.408;99.168;6.636;100
609;04/29/25 04:00:00AM;5.45;0;7.179;0;6.255;99.174;6.864;100
610;04/29/25 04:30:00AM;5.86;0;7.179;0;5.924;99.08;6.661;100
611;04/29/25 05:00:00AM;6.37;0;7.179;0;5.539;98.29;6.204;100
612;04/29/25 05:30:00AM;7.079;0;7.381;0;5.642;97.733;6.051;100
613;04/29/25 06:00:00AM;7.079;0;7.481;0;5.668;96.514;5.796;100
614;04/29/25 06:30:00AM;7.179;0;7.682;0;6.153;95.262;6.204;100
615;04/29/25 07:00:00AM;7.179;0;7.682;0;7.217;91.802;6.813;100
616;04/29/25 07:30:00AM;7.179;0;7.782;0;8.07;90.899;7.619;100
617;04/29/25 08:00:00AM;7.079;0;7.782;0;9.312;89.565;8.519;100
618;04/29/25 08:30:00AM;6.978;0;7.782;0;9.485;95.281;9.064;100
619;04/29/25 09:00:00AM;6.978;0;7.782;0;8.767;97.886;9.089;100
620;04/29/25 09:30:00AM;5.757;0;7.381;0;8.568;98.153;9.139;100
621;04/29/25 10:00:00AM;5.552;0;7.079;0;9.78;98.091;9.114;100
622;04/29/25 10:30:00AM;6.166;0;6.978;0;10.124;98.136;9.706;100
623;04/29/25 11:00:00AM;5.962;0;6.978;0;9.262;97.849;9.386;100
624;04/29/25 11:30:00AM;5.45;0;6.877;0;10.001;98.426;9.583;100
625;04/29/25 12:00:00PM;4.519;0;6.573;0;9.015;98.524;9.509;100
626;04/29/25 12:30:00PM;4.207;0;6.37;0;8.841;98.426;9.805;100
627;04/29/25 01:00:00PM;4.415;33;6.064;0;8.195;98.419;9.238;100
628;04/29/25 01:30:00PM;5.45;304;6.064;14;8.817;98.667;9.435;100
629;04/29/25 02:00:00PM;7.079;704;6.674;40;9.78;98.836;9.854;99.895
630;04/29/25 02:30:00PM;8.978;1280;7.381;59;9.583;98.682;9.657;99.889
631;04/29/25 03:00:00PM;11.722;2560;8.282;100;9.854;98.757;9.706;99.903
632;04/29/25 03:30:00PM;13.365;2432;9.571;123;10.443;98.623;9.879;99.976
633;04/29/25 04:00:00PM;11.722;1792;9.571;144;9.435;98.789;9.485;99.938
634;04/29/25 04:30:00PM;11.236;1536;9.571;121;9.41;98.832;9.262;99.974
635;04/29/25 05:00:00PM;13.654;2048;9.965;100;8.668;99.02;8.965;99.988
636;04/29/25 05:30:00PM;13.461;2176;10.259;108;7.419;99.111;8.593;100
637;04/29/25 06:00:00PM;12.69;1728;9.965;95;6.965;99.081;8.295;100
638;04/29/25 06:30:00PM;13.365;1984;9.965;118;6.585;99.316;7.544;100
639;04/29/25 07:00:00PM;11.236;1536;10.063;92;6.914;99.36;7.569;100
640;04/29/25 07:30:00PM;11.625;1280;10.259;84;6.306;99.334;7.091;100
641;04/29/25 08:00:00PM;10.357;1216;9.965;109;6.382;99.428;6.687;100
642;04/29/25 08:30:00PM;11.722;1728;9.965;144;6.763;99.414;7.192;100
643;04/29/25 09:00:00PM;12.787;1088;10.455;103;7.066;99.403;7.544;100
644;04/29/25 09:30:00PM;11.431;800;10.259;50;6.99;99.43;7.745;100
645;04/29/25 10:00:00PM;12.013;1152;10.357;81;6.864;99.443;7.594;100
646;04/29/25 10:30:00PM;14.421;2304;10.357;121;6.712;99.449;7.519;100
647;04/29/25 11:00:00PM;11.722;896;10.259;79;6.763;99.463;7.519;100
648;04/29/25 11:30:00PM;11.334;768;9.866;54;6.788;99.519;7.569;100
649;04/30/25 12:00:00AM;9.472;336;9.373;30;6.763;99.536;7.544;100
650;04/30/25 12:30:00AM;7.179;20;8.879;0;6.813;99.526;7.619;100
651;04/30/25 01:00:00AM;7.28;0;8.68;0;6.813;99.55;7.569;100
652;04/30/25 01:30:00AM;5.86;0;8.082;0;6.23;99.555;7.318;100
653;04/30/25 02:00:00AM;6.471;0;7.983;0;6.408;99.581;7.142;100
654;04/30/25 02:30:00AM;5.347;0;7.582;0;5.924;99.614;6.737;100
655;04/30/25 03:00:00AM;4.519;0;6.978;0;6.179;99.638;6.687;100
656;04/30/25 03:30:00AM;6.37;0;7.079;0;6.102;99.616;6.661;100
657;04/30/25 04:00:00AM;7.079;0;7.481;0;6.23;99.652;6.737;100
658;04/30/25 04:30:00AM;7.28;0;7.782;0;5.924;99.638;6.255;100
659;04/30/25 05:00:00AM;7.179;0;7.882;0;5.411;99.661;6.102;100
660;04/30/25 05:30:00AM;7.079;0;7.782;0;5.898;99.679;6.153;100
661;04/30/25 06:00:00AM;7.079;0;7.782;0;6;99.636;6.306;100
662;04/30/25 06:30:00AM;7.179;0;7.882;0;6.509;99.635;6.661;100
663;04/30/25 07:00:00AM;6.978;0;7.782;0;7.368;99.586;7.318;100
664;04/30/25 07:30:00AM;7.079;0;7.882;0;7.77;99.455;8.419;100
665;04/30/25 08:00:00AM;7.079;0;7.882;0;8.618;99.424;8.419;100
666;04/30/25 08:30:00AM;6.268;0;7.682;0;8.07;99.245;9.163;100
667;04/30/25 09:00:00AM;6.37;0;7.481;0;8.319;99.315;9.336;100
668;04/30/25 09:30:00AM;5.244;0;7.179;0;8.295;99.259;9.509;100
669;04/30/25 10:00:00AM;5.45;0;6.877;0;9.608;99.134;10.369;100
670;04/30/25 10:30:00AM;5.655;0;6.877;0;8.965;99.251;9.854;100
671;04/30/25 11:00:00AM;5.552;0;6.775;0;9.312;99.299;9.46;99.784
672;04/30/25 11:30:00AM;4.311;0;6.573;0;9.706;98.964;10.051;99.629
673;04/30/25 12:00:00PM;3.893;0;6.166;0;9.829;98.998;10.467;99.126
674;04/30/25 12:30:00PM;4.727;0;5.962;0;9.114;98.848;10.124;98.758
675;04/30/25 01:00:00PM;5.141;65;5.962;2;9.731;98.996;9.46;99.093
676;04/30/25 01:30:00PM;6.471;352;6.268;19;9.336;98.861;9.114;99.44
677;04/30/25 02:00:00PM;8.282;960;7.179;44;9.386;99.171;9.015;99.486
678;04/30/25 02:30:00PM;9.472;1152;8.382;99;8.618;99.35;8.965;99.694
679;04/30/25 03:00:00PM;11.236;1152;8.779;93;7.945;99.406;8.295;99.75
680;04/30/25 03:30:00PM;10.748;1088;9.472;144;8.02;99.501;8.469;99.848
681;04/30/25 04:00:00PM;11.139;1472;10.161;126;8.295;99.505;8.841;99.806
682;04/30/25 04:30:00PM;11.334;1984;10.553;176;9.015;99.413;8.841;99.855
683;04/30/25 05:00:00PM;14.517;2560;11.431;352;8.693;99.42;8.965;99.866
684;04/30/25 05:30:00PM;11.431;1536;10.357;86;6.611;99.517;7.72;99.856
685;04/30/25 06:00:00PM;11.819;2048;10.357;117;5.719;99.604;7.066;99.963
686;04/30/25 06:30:00PM;14.804;2816;10.944;224;5.565;99.657;6.813;100
687;04/30/25 07:00:00PM;14.23;3072;11.722;272;5.77;99.667;6.56;100
688;04/30/25 07:30:00PM;13.654;2048;11.041;136;6.179;99.541;6.357;100
689;04/30/25 08:00:00PM;14.517;2688;10.259;136;5.949;99.233;6.153;100
690;04/30/25 08:30:00PM;13.269;2176;9.768;51;6.23;98.752;6;100
691;04/30/25 09:00:00PM;12.883;2432;9.768;152;6.408;98.778;6.051;100
692;04/30/25 09:30:00PM;10.259;1408;9.373;62;5.693;99.063;5.872;100
693;04/30/25 10:00:00PM;9.472;672;8.68;37;5.796;99.238;5.77;100
694;04/30/25 10:30:00PM;9.275;256;8.68;34;5.821;99.148;5.796;100
695;04/30/25 11:00:00PM;9.077;336;9.176;53;5.77;99.061;5.949;100
696;04/30/25 11:30:00PM;11.431;1408;9.472;61;5.024;99.213;5.872;100
697;05/01/25 12:00:00AM;10.846;608;9.275;59;4.766;99.381;5.821;100
698;05/01/25 12:30:00AM;6.674;35;8.182;1;4.272;99.481;5.847;100
699;05/01/25 01:00:00AM;5.244;0;7.582;0;5.642;98.806;5.385;100
700;05/01/25 01:30:00AM;4.415;0;7.179;0;5.591;98.646;5.205;100
701;05/01/25 02:00:00AM;4.623;0;6.674;0;5.745;98.25;5.205;100
702;05/01/25 02:30:00AM;4.623;0;6.37;0;5.462;98.852;5.205;100
703;05/01/25 03:00:00AM;4.727;0;6.166;0;5.334;99.107;4.947;100
704;05/01/25 03:30:00AM;4.102;0;5.757;0;5.385;99.17;5.102;100
705;05/01/25 04:00:00AM;4.207;0;5.552;0;5.591;99.131;5.128;100
706;05/01/25 04:30:00AM;3.893;0;5.347;0;5.36;99.284;5.282;100
707;05/01/25 05:00:00AM;4.311;0;5.141;0;5.282;99.431;5.154;100
708;05/01/25 05:30:00AM;3.998;0;4.934;0;4.999;99.447;5.179;100
709;05/01/25 06:00:00AM;4.415;0;4.934;0;5.102;99.332;5.205;100
710;05/01/25 06:30:00AM;3.472;0;4.934;0;5.77;98.696;5.179;100
711;05/01/25 07:00:00AM;3.261;0;4.934;0;7.192;97.968;5.36;100
712;05/01/25 07:30:00AM;2.624;0;4.831;0;8.344;95.403;5.591;100
713;05/01/25 08:00:00AM;3.683;0;4.727;0;8.891;94.038;6;100
714;05/01/25 08:30:00AM;3.683;0;4.519;0;9.78;90.174;7.945;100
715;05/01/25 09:00:00AM;3.788;0;4.519;0;10.614;86.983;8.767;100
716;05/01/25 09:30:00AM;3.578;0;4.311;0;9.213;94.224;7.569;100
717;05/01/25 10:00:00AM;3.367;0;4.102;0;11.467;94.615;10.222;100
718;05/01/25 10:30:00AM;3.155;0;4.102;0;11.71;94.45;10.663;100
719;05/01/25 11:00:00AM;3.155;0;4.102;0;11.151;94.507;10.296;100
720;05/01/25 11:30:00AM;3.788;0;4.102;0;11.783;93.777;10.858;100
721;05/01/25 12:00:00PM;3.367;0;4.207;0;10.712;92.473;10.932;100
722;05/01/25 12:30:00PM;3.367;0;4.102;0;9.435;96.048;10.565;99.625
723;05/01/25 01:00:00PM;3.155;63;4.415;1;9.139;98.261;9.805;99.387
724;05/01/25 01:30:00PM;3.683;136;4.415;2;10.98;97.37;11.175;98.975
725;05/01/25 02:00:00PM;6.166;1664;4.415;3;11.078;93.286;10.687;97.491
726;05/01/25 02:30:00PM;11.236;1856;4.831;5;10.247;93.912;10.345;96.369
727;05/01/25 03:00:00PM;11.041;1984;5.45;26;10.712;94.111;10.443;96.923
728;05/01/25 03:30:00PM;10.846;2176;7.882;74;9.928;92.783;9.608;97.844
729;05/01/25 04:00:00PM;12.304;3072;9.373;54;9.706;95.063;9.706;98.369
730;05/01/25 04:30:00PM;9.965;896;8.481;16;9.361;95.576;9.608;98.763
731;05/01/25 05:00:00PM;14.325;1920;9.965;160;7.519;92.692;8.99;98.913
732;05/01/25 05:30:00PM;17.094;2048;10.846;116;7.015;88.735;7.695;97.763
733;05/01/25 06:00:00PM;19.187;2944;10.846;216;7.217;87.985;7.167;99.04
734;05/01/25 06:30:00PM;21.091;4864;11.431;248;7.494;82.945;6.94;99.221
735;05/01/25 07:00:00PM;18.806;2560;11.625;256;6.864;84.355;6.458;99.377
736;05/01/25 07:30:00PM;14.613;1728;11.334;176;7.645;87.208;6.535;99.69
737;05/01/25 08:00:00PM;12.207;1344;10.455;111;7.142;91.884;7.015;99.851
738;05/01/25 08:30:00PM;17.094;3200;11.916;704;7.015;89.685;7.167;99.967
739;05/01/25 09:00:00PM;16.999;2688;11.334;320;6.813;84.185;6.712;99.959
740;05/01/25 09:30:00PM;15.473;1856;10.748;168;5.591;87.069;6;99.975
741;05/01/25 10:00:00PM;17.379;1152;11.041;41;5.847;88.88;6.255;100
742;05/01/25 10:30:00PM;13.75;992;10.161;50;6.509;91.848;6.509;100
743;05/01/25 11:00:00PM;12.98;1152;10.063;82;6.813;94.092;6.636;100
744;05/01/25 11:30:00PM;12.11;608;10.063;27;6.306;96.196;6.611;100
745;05/02/25 12:00:00AM;8.382;192;9.275;15;6.839;96.39;6.763;100
746;05/02/25 12:30:00AM;6.877;34;8.082;3;6.585;94.582;7.015;100
747;05/02/25 01:00:00AM;6.877;0;7.882;0;7.67;90.9;7.142;100
748;05/02/25 01:30:00AM;6.877;0;7.782;0;7.845;89.894;7.268;100
749;05/02/25 02:00:00AM;4.934;0;7.079;0;7.015;92.788;7.268;100
750;05/02/25 02:30:00AM;6.471;0;6.877;0;6.051;95.111;6.94;100
751;05/02/25 03:00:00AM;6.978;0;7.179;0;6.636;94.795;6.788;100
752;05/02/25 03:30:00AM;7.179;0;7.28;0;5.847;95.972;6.535;100
753;05/02/25 04:00:00AM;5.962;0;7.179;0;6.306;92.603;6.153;100
754;05/02/25 04:30:00AM;4.207;0;6.573;0;6.737;91.704;5.975;100
755;05/02/25 05:00:00AM;4.831;0;6.37;0;6.687;92.551;6.357;100
756;05/02/25 05:30:00AM;5.552;0;6.471;0;6.484;93.001;6.281;100
757;05/02/25 06:00:00AM;5.86;0;6.573;0;6.077;93.897;5.796;100
758;05/02/25 06:30:00AM;5.552;0;6.573;0;6.611;92.43;5.745;100
759;05/02/25 07:00:00AM;6.268;0;6.573;0;7.77;93.944;6.204;100
760;05/02/25 07:30:00AM;6.064;0;6.775;0;7.745;94.541;7.343;100
761;05/02/25 08:00:00AM;6.268;0;6.877;0;9.287;91.953;8.717;100
762;05/02/25 08:30:00AM;6.268;0;7.079;0;8.841;94.379;8.668;100
763;05/02/25 09:00:00AM;6.573;0;7.179;0;9.114;94.804;9.188;100
764;05/02/25 09:30:00AM;5.244;0;6.978;0;9.163;97.971;9.558;100
765;05/02/25 10:00:00AM;5.757;0;6.674;0;10.663;96.177;10.271;98.724
766;05/02/25 10:30:00AM;3.578;0;6.37;0;10.296;93.466;10.565;99.501
767;05/02/25 11:00:00AM;3.998;0;5.962;0;11.37;90.078;10.98;97.972
768;05/02/25 11:30:00AM;3.788;0;5.757;0;10.541;96.195;9.879;98.715
769;05/02/25 12:00:00PM;5.037;0;5.86;0;9.756;98.034;10.051;98.812
770;05/02/25 12:30:00PM;4.623;0;5.86;0;10.001;96.878;10.443;98.871
771;05/02/25 01:00:00PM;3.788;63;5.45;0;10.394;97.961;10.467;98.181
772;05/02/25 01:30:00PM;4.102;176;5.244;3;10.98;97.471;10.785;98.243
773;05/02/25 02:00:00PM;8.082;2048;5.347;13;10.198;97.557;10.443;99.02
774;05/02/25 02:30:00PM;9.275;864;6.978;81;9.756;97.461;10.418;99.311
775;05/02/25 03:00:00PM;14.613;2048;8.879;117;9.238;97.892;10.198;99.448
776;05/02/25 03:30:00PM;14.23;1216;9.571;95;8.916;98.571;9.485;99.347
777;05/02/25 04:00:00PM;13.269;1344;9.866;93;8.817;98.815;9.952;99.577
778;05/02/25 04:30:00PM;12.98;1536;10.553;136;8.643;98.988;9.312;99.348
779;05/02/25 05:00:00PM;15.187;3200;11.528;176;8.643;98.914;9.632;99.487
780;05/02/25 05:30:00PM;18.711;2816;10.944;192;7.97;99.119;9.213;99.567
781;05/02/25 06:00:00PM;20.519;3456;11.722;224;7.795;99.241;8.792;99.645
782;05/02/25 06:30:00PM;15.473;1472;10.455;70;7.795;99.364;8.767;99.834
783;05/02/25 07:00:00PM;11.819;1024;10.651;62;7.116;99.319;8.369;99.918
784;05/02/25 07:30:00PM;15.855;3584;10.748;272;7.293;99.418;7.92;99.986
785;05/02/25 08:00:00PM;14.421;1536;11.528;118;7.368;99.366;8.145;100
786;05/02/25 08:30:00PM;15.569;2176;11.722;120;6.611;99.469;7.569;100
787;05/02/25 09:00:00PM;13.173;1664;10.944;101;6.864;99.394;7.167;100
788;05/02/25 09:30:00PM;13.942;1600;10.944;192;6.864;99.297;7.217;100
789;05/02/25 10:00:00PM;11.819;1344;10.651;144;6.611;99.371;7.041;100
790;05/02/25 10:30:00PM;10.455;768;10.259;48;7.015;99.388;7.293;100
791;05/02/25 11:00:00PM;10.553;1024;10.161;73;6.99;99.284;7.619;100
792;05/02/25 11:30:00PM;9.768;496;9.965;37;7.116;99.417;7.494;100
793;05/03/25 12:00:00AM;10.063;336;9.965;19;7.167;99.431;7.544;100
794;05/03/25 12:30:00AM;8.282;24;9.571;1;7.419;99.453;7.544;100
795;05/03/25 01:00:00AM;7.882;0;9.077;0;6.839;99.436;7.569;100
796;05/03/25 01:30:00AM;7.782;0;8.978;0;6.813;99.55;7.268;100
797;05/03/25 02:00:00AM;7.079;0;8.779;0;6.661;99.605;6.965;100
798;05/03/25 02:30:00AM;6.471;0;8.282;0;6.864;99.394;7.217;100
799;05/03/25 03:00:00AM;7.582;0;8.481;0;7.268;99.508;7.192;100
800;05/03/25 03:30:00AM;5.552;0;7.983;0;5.334;99.373;7.293;100
801;05/03/25 04:00:00AM;5.962;0;7.481;0;6.255;98.784;7.242;100
802;05/03/25 04:30:00AM;5.962;0;7.079;0;6.255;99.271;7.242;100
803;05/03/25 05:00:00AM;5.655;0;6.978;0;5.745;99.223;6.965;100
804;05/03/25 05:30:00AM;6.674;0;6.978;0;6.458;99.328;6.965;100
805;05/03/25 06:00:00AM;6.877;0;7.179;0;6.611;99.469;7.116;100
806;05/03/25 06:30:00AM;7.179;0;7.481;0;6.433;99.37;7.217;100
807;05/03/25 07:00:00AM;6.978;0;7.481;0;6.889;99.06;7.72;100
808;05/03/25 07:30:00AM;7.079;0;7.481;0;7.192;99.389;8.02;100
809;05/03/25 08:00:00AM;6.877;0;7.582;0;7.77;99.357;8.866;100
810;05/03/25 08:30:00AM;6.166;0;7.381;0;7.82;99.371;8.817;100
811;05/03/25 09:00:00AM;5.037;0;7.079;0;7.895;99.294;8.568;100
812;05/03/25 09:30:00AM;5.655;0;6.775;0;7.619;99.192;8.693;100
813;05/03/25 10:00:00AM;7.079;0;6.978;0;7.77;99.406;8.866;100
814;05/03/25 10:30:00AM;5.86;0;7.179;0;7.619;99.51;8.693;100
815;05/03/25 11:00:00AM;6.166;0;7.179;0;8.469;99.382;9.312;100
816;05/03/25 11:30:00AM;6.064;0;7.28;0;8.494;98.946;9.336;99.946
817;05/03/25 12:00:00PM;5.45;0;7.179;0;8.866;99.174;9.015;99.732
818;05/03/25 12:30:00PM;6.268;0;7.079;0;9.854;98.856;9.928;99.817
819;05/03/25 01:00:00PM;6.674;35;7.179;1;9.213;98.629;9.756;99.324
820;05/03/25 01:30:00PM;7.983;1344;7.481;71;9.903;98.523;10.345;98.197
821;05/03/25 02:00:00PM;9.866;1216;7.882;60;10.173;98.299;10.296;98.731
822;05/03/25 02:30:00PM;8.879;1088;8.382;102;9.682;97.964;9.829;99.468
823;05/03/25 03:00:00PM;10.553;1408;9.275;176;8.519;99.076;9.41;99.868
824;05/03/25 03:30:00PM;10.553;1344;9.472;184;8.792;98.907;9.312;99.644
825;05/03/25 04:00:00PM;10.455;1216;9.275;44;7.87;98.846;9.139;99.792
826;05/03/25 04:30:00PM;10.455;1408;9.373;101;7.995;98.782;8.792;99.743
827;05/03/25 05:00:00PM;10.259;1024;9.571;98;7.619;99.168;8.693;99.764
828;05/03/25 05:30:00PM;9.275;1536;9.176;99;6.458;98.939;7.895;99.661
829;05/03/25 06:00:00PM;11.528;2304;9.669;160;5.898;99.024;7.343;99.725
830;05/03/25 06:30:00PM;11.431;2432;9.768;136;6.56;99.357;7.268;99.947
831;05/03/25 07:00:00PM;12.497;2048;10.063;123;6.051;99.407;7.192;100
832;05/03/25 07:30:00PM;16.427;2560;10.455;240;6.408;98.412;7.015;100
833;05/03/25 08:00:00PM;13.365;2048;10.455;152;6.128;97.28;6.763;100
834;05/03/25 08:30:00PM;14.517;2304;11.041;216;6.56;96.067;6.382;100
835;05/03/25 09:00:00PM;15.473;1152;10.944;47;6.408;96.767;6.204;100
836;05/03/25 09:30:00PM;15.187;1984;10.455;66;6.585;97.898;6.839;100
837;05/03/25 10:00:00PM;11.431;512;10.063;36;6.535;98.789;6.408;100
838;05/03/25 10:30:00PM;12.304;1536;9.965;85;6.051;99.043;6.306;100
839;05/03/25 11:00:00PM;9.768;480;9.571;32;6.153;99.193;6.535;100
840;05/03/25 11:30:00PM;10.161;512;9.176;49;5.437;99.282;6.306;100
841;05/04/25 12:00:00AM;8.978;288;8.978;19;5.514;99.449;6.153;100
842;05/04/25 12:30:00AM;6.166;22;8.282;1;5.745;99.466;6.102;100
843;05/04/25 01:00:00AM;5.347;0;7.882;0;5.949;99.281;6.509;100
844;05/04/25 01:30:00AM;6.37;0;7.582;0;5.719;98.633;6.331;100
845;05/04/25 02:00:00AM;5.45;0;7.582;0;5.693;98.966;6.179;100
846;05/04/25 02:30:00AM;5.244;0;7.381;0;6.051;98.824;6.408;100
847;05/04/25 03:00:00AM;5.037;0;7.179;0;5.975;99.143;6.509;100
848;05/04/25 03:30:00AM;5.962;0;6.877;0;6.179;99.492;6.712;100
849;05/04/25 04:00:00AM;5.757;0;6.674;0;5.821;99.633;6.661;100
850;05/04/25 04:30:00AM;6.37;0;6.877;0;5.745;99.708;6.357;100
851;05/04/25 05:00:00AM;6.166;0;6.674;0;5.308;99.632;6.051;100
852;05/04/25 05:30:00AM;5.244;0;6.573;0;5.102;98.993;5.898;100
853;05/04/25 06:00:00AM;6.064;0;6.573;0;5.308;96.833;5.847;100
854;05/04/25 06:30:00AM;4.831;0;6.471;0;6.077;96.971;6.306;100
855;05/04/25 07:00:00AM;4.623;0;6.37;0;7.066;95.409;6.889;100
856;05/04/25 07:30:00AM;4.415;0;6.064;0;7.444;93.203;6.94;100
857;05/04/25 08:00:00AM;5.347;0;6.268;0;7.67;94.872;7.293;100
858;05/04/25 08:30:00AM;5.244;0;6.471;0;8.394;93.857;8.145;100
859;05/04/25 09:00:00AM;5.037;0;6.268;0;8.245;95.477;8.593;100
860;05/04/25 09:30:00AM;5.757;0;6.166;0;8.419;93.661;8.965;98.955
861;05/04/25 10:00:00AM;5.757;0;6.37;0;8.792;92.846;8.668;98.279
862;05/04/25 10:30:00AM;6.268;0;6.573;0;8.643;94.276;9.114;97.709
863;05/04/25 11:00:00AM;5.86;0;6.674;0;9.928;89.77;10.1;97.68
864;05/04/25 11:30:00AM;5.552;0;6.471;0;9.706;91.161;9.534;96.375
865;05/04/25 12:00:00PM;5.244;0;6.268;0;10.394;92.031;9.829;97.107
866;05/04/25 12:30:00PM;4.727;0;5.962;0;10.492;87.822;9.756;93.911
867;05/04/25 01:00:00PM;4.727;44;5.86;1;12.001;86.203;9.213;95.133
868;05/04/25 01:30:00PM;5.86;384;6.166;19;11.346;89.498;9.386;96.986
869;05/04/25 02:00:00PM;7.381;768;6.775;47;9.064;96.399;10.907;96.495
870;05/04/25 02:30:00PM;8.082;1024;7.079;69;8.618;97.87;9.163;98.516
871;05/04/25 03:00:00PM;9.472;1344;7.682;91;9.188;98.027;9.41;99.03
872;05/04/25 03:30:00PM;11.528;1984;8.282;128;8.07;98.606;8.767;99.146
873;05/04/25 04:00:00PM;11.334;1664;8.779;128;8.17;98.684;8.866;99.42
874;05/04/25 04:30:00PM;12.401;1728;9.176;152;7.519;98.943;8.22;99.655
875;05/04/25 05:00:00PM;12.11;2048;9.077;119;7.318;99.058;8.22;99.729
876;05/04/25 05:30:00PM;12.787;2048;9.176;160;7.041;99.151;8.145;99.805
877;05/04/25 06:00:00PM;14.9;2816;10.063;224;6.965;99.179;7.77;99.846
878;05/04/25 06:30:00PM;15.187;3072;10.063;192;6.535;99.35;6.94;99.903
879;05/04/25 07:00:00PM;16.046;3200;10.357;192;6.306;99.431;6.864;100
880;05/04/25 07:30:00PM;19.662;2688;10.944;184;6.102;99.422;6.889;100
881;05/04/25 08:00:00PM;19.092;2688;9.472;136;6.179;98.714;6.458;100
882;05/04/25 08:30:00PM;15.569;2304;9.669;94;5.77;96.985;6.153;100
883;05/04/25 09:00:00PM;16.618;1536;11.236;200;6.509;98.88;6.382;100
884;05/04/25 09:30:00PM;10.651;1216;9.472;85;6.661;99.288;7.167;100
885;05/04/25 10:00:00PM;11.625;1536;9.768;103;6.458;99.377;7.167;100
886;05/04/25 10:30:00PM;10.259;992;9.472;50;6.687;99.49;7.217;100
887;05/04/25 11:00:00PM;10.651;368;9.176;13;6.255;99.465;7.268;100
888;05/04/25 11:30:00PM;8.779;216;8.68;18;5.282;98.874;6.23;100
889;05/05/25 12:00:00AM;8.581;144;8.382;13;5.179;99.16;6.153;100
890;05/05/25 12:30:00AM;7.682;9;8.481;0;5.128;99.387;6.102;100
891;05/05/25 01:00:00AM;7.079;0;8.282;0;5.05;99.462;6.051;100
892;05/05/25 01:30:00AM;5.655;0;7.481;0;5.076;99.518;6.026;100
893;05/05/25 02:00:00AM;5.347;0;7.179;0;4.999;98.819;5.975;100
894;05/05/25 02:30:00AM;5.347;0;7.28;0;4.844;98.702;5.898;100
895;05/05/25 03:00:00AM;4.831;0;6.877;0;4.895;98.304;5.796;100
896;05/05/25 03:30:00AM;4.727;0;6.37;0;4.999;96.723;5.77;100
897;05/05/25 04:00:00AM;5.86;0;6.268;0;5.024;97.951;5.796;100
898;05/05/25 04:30:00AM;6.674;0;6.877;0;4.947;98.173;5.796;100
899;05/05/25 05:00:00AM;6.674;0;7.179;0;5.076;98.063;5.821;100
900;05/05/25 05:30:00AM;6.775;0;7.179;0;4.999;98.819;5.872;100
901;05/05/25 06:00:00AM;6.775;0;7.381;0;4.973;98.763;5.847;100
902;05/05/25 06:30:00AM;5.552;0;6.775;0;5.154;98.693;5.924;100
903;05/05/25 07:00:00AM;5.45;0;6.573;0;5.642;98.563;6.306;100
