n;date_hour;t_puna;ilum_puna;t_forest;ilum_forest;temp_puna;hr_puna;temp_forest;hr_forest
1367;05/14/25 11:00:00PM;19.282;1216;8.282;46;5.821;84.528;4.037;100
1368;05/14/25 11:30:00PM;14.517;864;7.381;52;5.179;85.287;4.011;100
1369;05/15/25 12:00:00AM;7.481;288;6.166;16;5.411;82.017;3.932;100
1370;05/15/25 12:30:00AM;4.831;27;5.962;1;5.076;79.581;3.617;100
1371;05/15/25 01:00:00AM;3.683;0;5.347;0;5.411;85.991;3.722;100
1372;05/15/25 01:30:00AM;4.207;0;4.934;0;4.74;89.57;3.775;100
1373;05/15/25 02:00:00AM;4.102;0;5.037;0;3.801;89.079;3.722;100
1374;05/15/25 02:30:00AM;3.683;0;5.037;0;4.089;87.394;3.617;100
1375;05/15/25 03:00:00AM;1.439;0;4.519;0;3.643;86.772;3.168;100
1376;05/15/25 03:30:00AM;1.764;0;4.207;0;3.643;88.558;3.195;100
1377;05/15/25 04:00:00AM;-0.102;0;3.998;0;4.818;88.214;3.301;100
1378;05/15/25 04:30:00AM;-0.213;0;3.893;0;4.272;89.3;3.327;100
1379;05/15/25 05:00:00AM;0.784;0;3.472;0;3.958;90.383;3.221;100
1380;05/15/25 05:30:00AM;-0.437;0;3.261;0;2.93;95.617;3.538;100
1381;05/15/25 06:00:00AM;1.764;0;3.155;0;3.485;96.744;4.324;100
1382;05/15/25 06:30:00AM;1.872;0;3.155;0;2.557;95.709;3.38;100
1383;05/15/25 07:00:00AM;1.656;0;3.049;0;3.827;94.733;3.67;100
1384;05/15/25 07:30:00AM;0.343;0;2.837;0;5.565;95.104;5.668;100
1385;05/15/25 08:00:00AM;2.303;0;2.837;0;7.469;92.653;5.462;100
1386;05/15/25 08:30:00AM;1.98;0;2.73;0;8.22;84.199;6.56;100
1387;05/15/25 09:00:00AM;1.872;0;2.624;0;11.467;73.241;7.167;100
1388;05/15/25 09:30:00AM;1.872;0;2.624;0;7.97;86.739;7.192;100
1389;05/15/25 10:00:00AM;1.003;0;2.517;0;7.87;88.456;7.419;99.698
1390;05/15/25 10:30:00AM;1.33;0;2.303;0;9.41;84.716;8.319;96.745
1391;05/15/25 11:00:00AM;1.872;0;2.73;0;9.41;85.773;9.386;94.725
1392;05/15/25 11:30:00AM;1.764;0;2.517;0;10.565;81.557;8.593;96.994
1393;05/15/25 12:00:00PM;1.656;0;2.41;0;10.222;79.801;11.224;92.347
1394;05/15/25 12:30:00PM;1.33;0;2.195;0;9.064;79.385;10.369;91.356
1395;05/15/25 01:00:00PM;3.893;91;3.998;2;8.618;86.556;8.841;94.53
1396;05/15/25 01:30:00PM;1.33;152;2.943;3;9.238;83.054;8.941;95.413
1397;05/15/25 02:00:00PM;2.73;320;3.049;51;7.845;90.15;9.262;95.046
1398;05/15/25 02:30:00PM;6.877;1536;5.141;102;10.32;81.529;9.41;93.312
1399;05/15/25 03:00:00PM;10.944;2176;5.552;80;7.569;83.36;9.213;95.284
1400;05/15/25 03:30:00PM;13.558;2688;6.674;136;9.78;85.782;9.015;96.335
1401;05/15/25 04:00:00PM;17.76;3328;7.782;256;8.22;90.81;8.519;97.495
1402;05/15/25 04:30:00PM;11.334;1152;7.582;113;8.593;90.545;8.22;97.562
1403;05/15/25 05:00:00PM;11.139;2048;7.682;94;7.293;93.415;7.945;97.832
1404;05/15/25 05:30:00PM;16.332;1536;9.176;240;6.153;94.466;7.242;98.007
1405;05/15/25 06:00:00PM;14.804;2432;10.357;288;6.509;95.632;7.091;98.774
1406;05/15/25 06:30:00PM;18.331;3584;8.978;160;6.23;96.619;7.268;99.118
1407;05/15/25 07:00:00PM;16.046;1856;11.722;704;5.385;95.055;6.813;98.892
1408;05/15/25 07:30:00PM;15.76;2560;10.748;1792;4.194;96.257;5.821;99.051
1409;05/15/25 08:00:00PM;11.236;1856;9.768;208;2.983;96.751;4.818;99.13
1410;05/15/25 08:30:00PM;15.473;1536;10.063;104;3.749;97.692;4.037;99.414
1411;05/15/25 09:00:00PM;12.401;1344;10.063;152;3.906;97.929;4.35;99.864
1412;05/15/25 09:30:00PM;20.424;2688;9.275;288;3.089;97.773;4.298;100
1413;05/15/25 10:00:00PM;11.528;768;9.669;82;4.22;98.236;4.688;100
1414;05/15/25 10:30:00PM;16.999;992;9.571;65;4.194;97.428;4.921;100
1415;05/15/25 11:00:00PM;10.651;512;8.68;51;3.932;95.989;4.947;100
1416;05/15/25 11:30:00PM;11.139;800;8.779;88;3.538;96.174;4.532;100
1417;05/16/25 12:00:00AM;8.382;200;8.182;34;2.744;96.781;4.246;100
1418;05/16/25 12:30:00AM;6.877;20;7.582;1;3.168;97.045;3.932;100
1419;05/16/25 01:00:00AM;6.573;0;7.179;0;3.958;97.75;4.506;100
1420;05/16/25 01:30:00AM;6.877;0;7.381;0;2.983;97.67;4.194;100
1421;05/16/25 02:00:00AM;5.655;0;7.079;0;3.089;98.183;3.617;100
1422;05/16/25 02:30:00AM;3.049;0;6.37;0;2.744;98.133;3.538;100
1423;05/16/25 03:00:00AM;0.784;0;5.45;0;3.88;98.551;4.22;100
1424;05/16/25 03:30:00AM;1.33;0;4.727;0;2.61;98.384;4.063;100
1425;05/16/25 04:00:00AM;1.33;0;4.415;0;2.128;98.007;2.93;100
1426;05/16/25 04:30:00AM;1.33;0;4.207;0;1.913;96.212;2.477;100
1427;05/16/25 05:00:00AM;2.73;0;4.207;0;2.503;94.473;2.53;100
1428;05/16/25 05:30:00AM;3.998;0;4.727;0;2.69;95.941;2.047;100
1429;05/16/25 06:00:00AM;3.472;0;4.934;0;1.913;94.411;2.262;100
1430;05/16/25 06:30:00AM;2.517;0;4.623;0;2.503;91.235;2.047;100
1431;05/16/25 07:00:00AM;1.764;0;4.519;0;3.248;90.302;2.423;100
1432;05/16/25 07:30:00AM;1.33;0;3.893;0;6.661;81.985;2.956;100
1433;05/16/25 08:00:00AM;3.788;0;4.102;0;7.217;76.024;3.168;100
1434;05/16/25 08:30:00AM;2.41;0;4.207;0;9.064;66.611;3.985;100
1435;05/16/25 09:00:00AM;0.784;0;3.472;0;9.952;84.683;5.128;100
1436;05/16/25 09:30:00AM;1.439;0;3.155;0;6.889;94.563;6.914;100
1437;05/16/25 10:00:00AM;3.155;0;3.788;0;7.066;96.329;8.27;98.218
1438;05/16/25 10:30:00AM;2.088;0;3.998;0;8.817;91.576;7.569;99.545
1439;05/16/25 11:00:00AM;0.453;0;3.261;0;9.78;89.448;8.295;97.879
1440;05/16/25 11:30:00AM;-0.662;0;2.73;0;8.965;88.415;7.745;97.974
1441;05/16/25 12:00:00PM;0.453;0;2.195;0;9.41;87.061;8.369;97.504
1442;05/16/25 12:30:00PM;0.893;0;2.088;0;10.638;83.696;8.891;96.151
1443;05/16/25 01:00:00PM;-0.325;52;1.872;1;12.823;83.553;8.792;96.525
1444;05/16/25 01:30:00PM;0.121;184;1.764;3;9.657;85.171;8.519;96.5
1445;05/16/25 02:00:00PM;1.221;304;1.98;4;8.99;88.681;8.767;96.717
1446;05/16/25 02:30:00PM;10.063;1728;2.303;6;7.242;96.773;7.82;98.782
1447;05/16/25 03:00:00PM;10.748;1984;2.624;8;7.419;97.514;7.72;99.392
1448;05/16/25 03:30:00PM;14.9;2048;3.788;110;6.839;98.042;7.695;99.678
1449;05/16/25 04:00:00PM;15.378;2176;5.45;81;7.469;98.168;7.82;100
1450;05/16/25 04:30:00PM;12.207;768;6.674;176;7.469;98.316;8.095;100
1451;05/16/25 05:00:00PM;12.013;1600;8.581;216;6.813;98.403;7.87;100
1452;05/16/25 05:30:00PM;16.141;2432;8.382;128;6.687;98.612;7.619;100
1453;05/16/25 06:00:00PM;17.95;3584;9.176;336;6.712;98.668;7.569;100
1454;05/16/25 06:30:00PM;14.996;2048;8.481;192;6.712;98.766;7.494;100
1455;05/16/25 07:00:00PM;14.325;1920;8.779;113;6.661;98.8;7.494;100
1456;05/16/25 07:30:00PM;17.284;3456;9.275;240;6.636;98.891;7.444;100
1457;05/16/25 08:00:00PM;16.523;2816;9.373;224;6.56;98.918;7.368;100
1458;05/16/25 08:30:00PM;16.808;1408;9.176;73;6.458;98.939;7.393;100
1459;05/16/25 09:00:00PM;13.461;1152;9.176;128;6.535;99.009;7.343;100
1460;05/16/25 09:30:00PM;9.176;576;8.182;32;6.484;99.043;7.318;100
1461;05/16/25 10:00:00PM;8.779;608;7.983;46;6.204;99.062;7.192;100
1462;05/16/25 10:30:00PM;7.983;480;7.882;48;6.306;99.091;7.142;100
1463;05/16/25 11:00:00PM;8.581;480;7.983;35;6.382;99.112;7.116;100
1464;05/16/25 11:30:00PM;8.581;336;8.282;34;6.408;99.119;7.066;100
1465;05/17/25 12:00:00AM;7.682;136;8.082;15;6.281;99.132;7.091;100
1466;05/17/25 12:30:00AM;6.978;9;7.882;0;6.255;99.174;7.066;100
1467;05/17/25 01:00:00AM;6.978;0;7.682;0;6.026;99.182;6.965;100
1468;05/17/25 01:30:00AM;6.978;0;7.582;0;6.026;99.206;6.914;100
1469;05/17/25 02:00:00AM;6.877;0;7.582;0;6.026;99.255;6.839;100
1470;05/17/25 02:30:00AM;6.877;0;7.582;0;5.949;99.257;6.813;100
1471;05/17/25 03:00:00AM;6.775;0;7.481;0;5.847;99.301;6.763;100
1472;05/17/25 03:30:00AM;6.775;0;7.481;0;5.796;99.335;6.636;100
1473;05/17/25 04:00:00AM;6.674;0;7.481;0;5.36;99.308;6.56;100
1474;05/17/25 04:30:00AM;6.674;0;7.481;0;4.947;99.384;6.204;100
1475;05/17/25 05:00:00AM;6.471;0;7.381;0;4.506;99.355;5.949;100
1476;05/17/25 05:30:00AM;6.471;0;7.28;0;3.801;99.443;5.411;100
1477;05/17/25 06:00:00AM;6.471;0;7.28;0;3.958;99.488;4.973;100
1478;05/17/25 06:30:00AM;6.573;0;7.179;0;3.827;99.474;4.636;100
1479;05/17/25 07:00:00AM;6.471;0;7.179;0;4.298;99.489;4.662;100
1480;05/17/25 07:30:00AM;6.471;0;7.179;0;5.024;98.243;4.869;100
1481;05/17/25 08:00:00AM;6.37;0;7.079;0;5.642;97.88;5.334;100
1482;05/17/25 08:30:00AM;6.37;0;7.079;0;5.693;97.013;6.889;100
1483;05/17/25 09:00:00AM;6.268;0;6.978;0;8.195;97.728;6.813;100
1484;05/17/25 09:30:00AM;6.268;0;6.978;0;8.717;95.102;8.17;100
1485;05/17/25 10:00:00AM;6.166;0;6.978;0;8.195;98.346;8.618;100
1486;05/17/25 10:30:00AM;6.064;0;6.775;0;8.866;98.433;8.817;100
1487;05/17/25 11:00:00AM;5.757;0;6.775;0;9.558;98.427;8.295;100
1488;05/17/25 11:30:00AM;4.934;0;6.471;0;9.903;98.274;8.668;100
1489;05/17/25 12:00:00PM;4.415;0;6.268;0;9.952;97.14;8.941;100
1490;05/17/25 12:30:00PM;3.049;0;5.757;0;11.053;97.491;9.435;100
1491;05/17/25 01:00:00PM;2.73;45;5.244;1;9.928;98.107;9.015;100
1492;05/17/25 01:30:00PM;1.98;144;4.727;5;10.81;95.635;9.558;100
1493;05/17/25 02:00:00PM;3.261;272;4.519;9;14.649;90.869;10.198;100
1494;05/17/25 02:30:00PM;10.748;1472;4.623;22;11.078;93.337;9.46;100
1495;05/17/25 03:00:00PM;6.064;464;4.934;22;10.687;93.696;9.657;100
1496;05/17/25 03:30:00PM;7.28;512;6.166;123;9.977;95.135;9.312;100
1497;05/17/25 04:00:00PM;10.259;576;6.674;74;9.262;97.351;9.139;100
1498;05/17/25 04:30:00PM;12.304;1472;7.983;120;8.519;98.189;8.742;100
1499;05/17/25 05:00:00PM;11.236;1280;9.077;232;8.02;98.494;8.767;100
1500;05/17/25 05:30:00PM;13.076;2688;9.275;168;7.544;98.754;8.519;100
1501;05/17/25 06:00:00PM;13.654;2304;8.978;75;7.419;98.866;8.344;100
1502;05/17/25 06:30:00PM;16.237;2432;9.669;160;7.368;98.975;8.22;100
1503;05/17/25 07:00:00PM;18.806;2944;9.472;128;7.015;98.998;8.095;100
1504;05/17/25 07:30:00PM;19.948;3456;10.259;240;7.167;99.138;8.02;100
1505;05/17/25 08:00:00PM;14.996;1984;9.571;136;7.041;99.2;7.845;100
1506;05/17/25 08:30:00PM;20.138;3456;10.553;128;6.99;99.235;7.87;100
1507;05/17/25 09:00:00PM;26.292;5376;10.944;256;6.56;99.065;7.569;100
1508;05/17/25 09:30:00PM;17.76;2304;10.357;152;6.788;99.129;7.544;100
1509;05/17/25 10:00:00PM;14.325;1600;10.357;144;6.56;99.162;7.444;100
1510;05/17/25 10:30:00PM;14.23;1344;10.063;96;6.661;99.264;7.494;100
1511;05/17/25 11:00:00PM;12.207;800;9.571;62;6.636;99.33;7.469;100
1512;05/17/25 11:30:00PM;9.965;384;9.176;21;6.585;99.413;7.419;100
1513;05/18/25 12:00:00AM;8.978;112;8.978;9;6.484;99.433;7.318;100
1514;05/18/25 12:30:00AM;7.983;12;8.879;0;6.306;99.48;7.268;100
1515;05/18/25 01:00:00AM;7.782;0;8.68;0;6.382;99.501;7.116;100
1516;05/18/25 01:30:00AM;7.682;0;8.481;0;5.693;99.403;6.737;100
1517;05/18/25 02:00:00AM;7.481;0;8.382;0;4.869;98.346;5.693;100
1518;05/18/25 02:30:00AM;7.481;0;8.282;0;4.766;98.995;5.334;100
1519;05/18/25 03:00:00AM;7.381;0;8.082;0;4.714;99.149;5.282;100
1520;05/18/25 03:30:00AM;7.28;0;8.082;0;4.35;98.732;5.024;100
1521;05/18/25 04:00:00AM;6.674;0;7.782;0;4.869;97.103;4.844;100
1522;05/18/25 04:30:00AM;6.877;0;7.782;0;5.179;92.784;4.766;100
1523;05/18/25 05:00:00AM;6.775;0;7.682;0;5.334;91.644;4.454;100
1524;05/18/25 05:30:00AM;6.877;0;7.682;0;5.102;91.156;4.428;100
1525;05/18/25 06:00:00AM;6.877;0;7.682;0;4.818;90.729;4.61;100
1526;05/18/25 06:30:00AM;6.775;0;7.582;0;6.179;83.327;4.714;100
1527;05/18/25 07:00:00AM;6.775;0;7.582;0;6.051;84.321;4.792;100
1528;05/18/25 07:30:00AM;6.37;0;7.481;0;9.262;74.247;4.895;100
1529;05/18/25 08:00:00AM;6.268;0;7.381;0;10.541;70.836;5.128;100
1530;05/18/25 08:30:00AM;5.244;0;7.079;0;11.662;69.147;6.636;100
1531;05/18/25 09:00:00AM;2.943;0;6.268;0;11.662;81.613;8.444;100
1532;05/18/25 09:30:00AM;3.367;0;5.655;0;11.419;84.946;9.312;100
1533;05/18/25 10:00:00AM;3.367;0;5.244;0;11.929;81.347;9.682;99.649
1534;05/18/25 10:30:00AM;2.73;0;4.934;0;9.435;91.427;10.271;99.468
1535;05/18/25 11:00:00AM;2.837;0;4.623;0;10.296;88.35;10.369;99.471
1536;05/18/25 11:30:00AM;3.155;0;4.415;0;10.712;87.086;11.953;96.397
1537;05/18/25 12:00:00PM;2.943;0;4.311;0;10.296;89.472;11.248;97.669
1538;05/18/25 12:30:00PM;2.837;0;4.102;0;9.805;91.932;10.516;97.494
1539;05/18/25 01:00:00PM;3.049;42;4.415;1;10.1;92.315;10.051;95.609
1540;05/18/25 01:30:00PM;3.578;144;4.415;4;10.638;91.476;10.247;93.377
1541;05/18/25 02:00:00PM;4.102;304;4.519;6;10.198;89.448;10.173;96.347
1542;05/18/25 02:30:00PM;12.304;1472;4.727;8;8.916;92.674;10.541;94.626
1543;05/18/25 03:00:00PM;16.237;1856;4.727;11;8.12;92.341;9.46;96.23
1544;05/18/25 03:30:00PM;20.329;1984;5.86;103;8.866;90.408;9.558;93.249
1545;05/18/25 04:00:00PM;15.569;1728;7.882;111;9.139;87.937;9.485;93.026
1546;05/18/25 04:30:00PM;14.517;1600;9.077;128;8.469;87.929;9.361;95.374
1547;05/18/25 05:00:00PM;14.996;1728;9.077;160;7.77;89;7.845;97.013
1548;05/18/25 05:30:00PM;14.709;960;10.455;224;6.357;90.794;7.041;98.515
1549;05/18/25 06:00:00PM;15.569;1536;11.334;384;5.949;92.056;6.306;98.993
1550;05/18/25 06:30:00PM;16.713;2176;13.076;960;7.041;91.808;6.712;99.643
1551;05/18/25 07:00:00PM;21.091;2688;11.819;496;7.041;92.794;6.636;99.962
1552;05/18/25 07:30:00PM;15.664;2304;11.528;184;6.914;92.357;6.661;100
1553;05/18/25 08:00:00PM;17.379;2304;10.944;232;7.318;92.842;7.066;100
1554;05/18/25 08:30:00PM;19.662;2432;11.431;288;7.444;93.858;7.293;100
1555;05/18/25 09:00:00PM;19.758;1920;10.553;272;7.116;96.218;7.519;100
1556;05/18/25 09:30:00PM;15.664;1344;11.334;184;6.914;97.153;7.519;100
1557;05/18/25 10:00:00PM;12.207;768;9.965;63;7.116;97.307;7.519;100
1558;05/18/25 10:30:00PM;12.401;1472;9.669;184;7.116;97.75;7.544;100
1559;05/18/25 11:00:00PM;16.903;1408;9.866;152;6.965;98.224;7.569;100
1560;05/18/25 11:30:00PM;10.063;512;9.373;80;6.813;98.672;7.645;100
1561;05/19/25 12:00:00AM;7.381;320;8.182;26;6.914;98.651;7.519;100
1562;05/19/25 12:30:00AM;5.141;27;7.381;2;7.167;98.673;7.569;100
1563;05/19/25 01:00:00AM;3.998;0;6.674;0;6.661;98.654;7.268;100
1564;05/19/25 01:30:00AM;6.064;0;6.775;0;6.636;98.696;6.864;100
1565;05/19/25 02:00:00AM;5.552;0;6.674;0;5.77;98.062;6.255;100
1566;05/19/25 02:30:00AM;5.45;0;6.775;0;5.898;98.44;5.821;100
1567;05/19/25 03:00:00AM;6.877;0;6.978;0;5.231;98.496;5.539;100
1568;05/19/25 03:30:00AM;7.381;0;7.28;0;5.591;98.085;5.385;100
1569;05/19/25 04:00:00AM;7.079;0;7.481;0;5.488;97.837;5.308;100
1570;05/19/25 04:30:00AM;6.978;0;7.481;0;5.616;96.721;5.642;100
1571;05/19/25 05:00:00AM;7.079;0;7.481;0;5.693;97.943;5.462;100
1572;05/19/25 05:30:00AM;7.179;0;7.481;0;5.591;97.426;5.591;100
1573;05/19/25 06:00:00AM;7.28;0;7.582;0;4.921;96.653;5.334;100
1574;05/19/25 06:30:00AM;6.877;0;7.582;0;6.026;96.908;5.565;100
1575;05/19/25 07:00:00AM;7.079;0;7.582;0;6.839;97.23;6.23;100
1576;05/19/25 07:30:00AM;7.28;0;7.582;0;7.343;98.502;7.343;100
1577;05/19/25 08:00:00AM;6.471;0;7.381;0;8.195;98.247;8.22;100
1578;05/19/25 08:30:00AM;5.86;0;6.775;0;7.594;98.474;8.245;100
1579;05/19/25 09:00:00AM;4.519;0;6.37;0;8.22;98.352;8.519;100
1580;05/19/25 09:30:00AM;4.415;0;5.757;0;7.97;98.135;9.015;100
1581;05/19/25 10:00:00AM;4.207;0;5.244;0;7.87;98.624;9.064;100
1582;05/19/25 10:30:00AM;3.261;0;4.934;0;8.419;98.655;8.593;100
1583;05/19/25 11:00:00AM;4.102;0;4.623;0;7.619;99.07;8.543;100
1584;05/19/25 11:30:00AM;4.727;0;4.727;0;6.94;98.879;8.767;100
1585;05/19/25 12:00:00PM;4.934;0;4.831;0;6.788;98.934;7.92;99.546
1586;05/19/25 12:30:00PM;4.831;0;5.037;0;7.293;96.266;8.717;99.501
1587;05/19/25 01:00:00PM;4.415;18;4.934;0;10.81;95.205;9.706;98.419
1588;05/19/25 01:30:00PM;5.244;368;4.831;26;12.219;92.292;10.663;94.607
1589;05/19/25 02:00:00PM;7.079;672;5.86;61;11.856;86.805;11.224;95.416
1590;05/19/25 02:30:00PM;8.382;768;6.978;96;12.847;81.769;11.759;92.742
1591;05/19/25 03:00:00PM;9.571;1408;8.182;116;12.92;78.799;12.243;87.957
1592;05/19/25 03:30:00PM;9.176;672;8.382;89;10.541;87.597;10.736;93.402
1593;05/19/25 04:00:00PM;9.965;1152;8.879;152;10.394;86.112;10.418;97.217
1594;05/19/25 04:30:00PM;10.357;896;9.472;82;8.693;94.843;9.608;98.068
1595;05/19/25 05:00:00PM;10.063;800;9.571;160;9.534;89.387;8.742;98.498
1596;05/19/25 05:30:00PM;12.207;2176;8.978;168;7.192;92.505;7.97;98.947
1597;05/19/25 06:00:00PM;8.978;768;8.879;98;7.343;90.714;7.242;99.355
1598;05/19/25 06:30:00PM;9.571;800;9.275;115;6.737;92.614;6.965;99.569
1599;05/19/25 07:00:00PM;8.581;1152;8.182;168;7.92;94.863;7.293;99.906
1600;05/19/25 07:30:00PM;9.768;2304;8.879;216;7.419;97.44;7.995;100
1601;05/19/25 08:00:00PM;14.996;3200;10.553;384;7.519;98.133;7.995;100
1602;05/19/25 08:30:00PM;19.282;3072;12.401;512;7.469;98.242;7.92;100
1603;05/19/25 09:00:00PM;19.662;2304;11.819;480;7.569;98.368;8.12;100
1604;05/19/25 09:30:00PM;18.426;1920;12.207;384;7.469;98.611;8.02;100
1605;05/19/25 10:00:00PM;20.901;1728;12.207;320;6.889;98.816;7.745;100
1606;05/19/25 10:30:00PM;15.76;992;10.748;117;7.167;98.991;7.745;100
1607;05/19/25 11:00:00PM;18.236;1152;10.846;106;7.142;99.082;7.77;100
1608;05/19/25 11:30:00PM;9.373;464;9.768;15;6.864;99.102;7.569;100
1609;05/20/25 12:00:00AM;9.472;416;9.373;48;6.484;99.336;6.99;100
1610;05/20/25 12:30:00AM;6.166;44;8.481;2;7.142;99.229;7.293;100
1611;05/20/25 01:00:00AM;5.757;0;7.682;0;6.763;99.293;7.217;100
1612;05/20/25 01:30:00AM;5.45;0;7.381;0;5.437;99.282;6.889;100
1613;05/20/25 02:00:00AM;7.179;0;7.481;0;5.591;99.422;5.847;100
1614;05/20/25 02:30:00AM;7.481;0;7.882;0;6.026;99.497;6;100
1615;05/20/25 03:00:00AM;7.481;0;7.983;0;5.616;99.478;5.847;100
1616;05/20/25 03:30:00AM;7.582;0;7.983;0;5.488;99.442;5.616;100
1617;05/20/25 04:00:00AM;7.682;0;8.082;0;5.668;99.42;5.745;100
1618;05/20/25 04:30:00AM;7.582;0;8.082;0;5.411;99.42;5.796;100
1619;05/20/25 05:00:00AM;7.179;0;7.983;0;5.282;99.48;6.102;100
1620;05/20/25 05:30:00AM;7.381;0;7.983;0;6.026;99.594;6.535;100
1621;05/20/25 06:00:00AM;7.28;0;7.882;0;6.051;99.553;6.712;100
1622;05/20/25 06:30:00AM;7.079;0;7.782;0;6.306;99.577;6.813;100
1623;05/20/25 07:00:00AM;4.831;0;7.179;0;6.99;99.576;7.268;100
1624;05/20/25 07:30:00AM;7.179;0;7.381;0;7.293;99.564;7.72;100
1625;05/20/25 08:00:00AM;6.674;0;7.381;0;7.72;99.514;7.87;100
1626;05/20/25 08:30:00AM;5.037;0;7.179;0;7.795;99.462;8.469;100
1627;05/20/25 09:00:00AM;3.788;0;6.268;0;7.469;99.419;8.494;100
1628;05/20/25 09:30:00AM;5.037;0;5.962;0;7.745;99.546;8.519;100
1629;05/20/25 10:00:00AM;5.244;0;5.86;0;8.444;99.4;8.717;100
1630;05/20/25 10:30:00AM;4.727;0;5.45;0;8.245;99.393;8.618;100
1631;05/20/25 11:00:00AM;4.831;0;5.45;0;8.469;99.259;9.015;100
1632;05/20/25 11:30:00AM;4.623;0;5.655;0;8.866;99.297;9.361;100
1633;05/20/25 12:00:00PM;4.519;0;5.86;0;8.618;99.399;9.46;100
1634;05/20/25 12:30:00PM;5.757;0;6.268;0;8.27;99.449;9.312;100
1635;05/20/25 01:00:00PM;6.268;6;6.674;0;8.519;99.519;9.114;100
1636;05/20/25 01:30:00PM;6.674;90;6.775;7;8.965;99.448;9.361;100
1637;05/20/25 02:00:00PM;7.582;304;7.28;37;8.742;99.434;9.805;100
1638;05/20/25 02:30:00PM;8.182;512;7.682;70;9.188;99.116;10.051;100
1639;05/20/25 03:00:00PM;9.077;768;7.983;87;9.163;99.405;9.534;100
1640;05/20/25 03:30:00PM;9.571;1152;8.68;144;9.04;99.37;9.854;100
1641;05/20/25 04:00:00PM;9.472;1152;9.176;103;8.494;99.536;9.829;100
1642;05/20/25 04:30:00PM;9.077;960;8.879;71;8.568;99.631;9.386;100
1643;05/20/25 05:00:00PM;10.944;2304;9.077;184;8.245;99.711;8.965;100
1644;05/20/25 05:30:00PM;10.846;1792;9.077;108;7.469;99.761;8.643;100
1645;05/20/25 06:00:00PM;11.722;2048;9.669;176;7.015;99.778;8.319;100
1646;05/20/25 06:30:00PM;12.594;2432;10.063;232;7.015;99.827;8.444;100
1647;05/20/25 07:00:00PM;12.11;1536;10.063;144;6.56;99.843;7.795;100
1648;05/20/25 07:30:00PM;10.846;1536;9.669;152;6.077;99.803;7.066;100
1649;05/20/25 08:00:00PM;10.651;1152;9.669;176;6.661;99.872;7.116;100
1650;05/20/25 08:30:00PM;11.334;1728;9.965;248;6.408;99.8;7.142;100
1651;05/20/25 09:00:00PM;11.625;1152;10.357;116;7.217;99.86;7.368;100
1652;05/20/25 09:30:00PM;14.325;1728;10.259;136;6.864;99.832;7.041;100
1653;05/20/25 10:00:00PM;11.916;1472;10.259;168;6.484;99.846;6.99;100
1654;05/20/25 10:30:00PM;13.269;1728;10.651;224;6.611;99.809;6.864;100
1655;05/20/25 11:00:00PM;10.259;768;10.259;152;6.281;99.861;6.788;100
1656;05/20/25 11:30:00PM;9.768;768;9.768;82;6.331;99.899;6.535;100
1657;05/21/25 12:00:00AM;8.581;176;9.275;19;6.914;99.92;6.788;100
1658;05/21/25 12:30:00AM;7.682;8;8.879;0;6.965;99.91;7.041;100
1659;05/21/25 01:00:00AM;7.179;0;8.779;0;6.965;99.958;7.419;100
1660;05/21/25 01:30:00AM;7.179;0;8.581;0;6.914;99.944;7.594;100
1661;05/21/25 02:00:00AM;5.757;0;8.082;0;6.94;99.951;7.544;100
1662;05/21/25 02:30:00AM;5.037;0;7.481;0;6.458;99.984;7.393;100
1663;05/21/25 03:00:00AM;6.573;0;7.381;0;5.898;99.994;6.712;100
1664;05/21/25 03:30:00AM;6.268;0;7.481;0;5.847;100;6.458;100
1665;05/21/25 04:00:00AM;6.978;0;7.481;0;6.026;100;6.737;100
1666;05/21/25 04:30:00AM;6.268;0;7.28;0;6.255;100;6.864;100
1667;05/21/25 05:00:00AM;6.064;0;7.179;0;6.306;100;6.965;100
1668;05/21/25 05:30:00AM;6.268;0;6.978;0;6;100;7.041;100
1669;05/21/25 06:00:00AM;5.86;0;6.674;0;6.051;100;6.914;100
1670;05/21/25 06:30:00AM;5.45;0;6.37;0;6.153;100;6.965;100
1671;05/21/25 07:00:00AM;6.877;0;6.573;0;6.687;100;7.368;100
1672;05/21/25 07:30:00AM;7.079;0;6.877;0;7.167;99.967;7.845;100
1673;05/21/25 08:00:00AM;7.079;0;7.28;0;7.116;99.953;7.77;100
1674;05/21/25 08:30:00AM;7.079;0;7.582;0;7.494;99.938;7.82;100
1675;05/21/25 09:00:00AM;7.079;0;7.582;0;7.293;99.93;7.845;100
1676;05/21/25 09:30:00AM;6.573;0;7.481;0;7.066;99.89;8.045;100
1677;05/21/25 10:00:00AM;5.86;0;7.079;0;7.116;99.904;7.895;100
1678;05/21/25 10:30:00AM;5.655;0;6.573;0;7.368;99.83;8.369;100
1679;05/21/25 11:00:00AM;6.064;0;6.775;0;8.295;99.75;9.188;100
1680;05/21/25 11:30:00AM;6.166;0;6.877;0;8.145;99.781;9.04;100
1681;05/21/25 12:00:00PM;6.471;0;6.978;0;8.07;99.637;9.04;99.764
1682;05/21/25 12:30:00PM;6.37;0;7.079;0;8.668;99.61;9.386;99.221
1683;05/21/25 01:00:00PM;6.166;7;6.978;0;7.92;99.644;9.386;99.27
1684;05/21/25 01:30:00PM;6.37;192;7.079;12;7.895;99.735;8.916;100
1685;05/21/25 02:00:00PM;7.28;496;7.481;45;8.469;99.529;8.941;100
