n;date_hour;t_puna;ilum_puna;t_forest;ilum_forest;temp_forest;hr_forest;temp_puna;hr_puna
1239;10/05/2025 6:00;5.757;0;5.757;0;4.947;93.945;5.076;100
1240;10/05/2025 6:30;4.727;0;5.655;0;6.331;97.238;5.642;100
1241;10/05/2025 7:00;4.623;0;5.552;0;6.408;97.407;6.255;100
1242;10/05/2025 7:30;5.037;0;5.45;0;7.569;95.595;6.864;100
1243;10/05/2025 8:00;4.727;0;5.45;0;9.213;92.955;7.995;100
1244;10/05/2025 8:30;4.831;0;5.141;0;7.343;97.419;8.319;100
1245;10/05/2025 9:00;5.244;0;5.655;0;7.72;97.77;8.568;100
1246;10/05/2025 9:30;4.934;0;5.655;0;8.12;97.063;8.916;100
1247;10/05/2025 10:00;5.552;0;5.962;0;8.22;95.745;9.435;100
1248;10/05/2025 10:30;4.831;0;5.86;0;12.823;94.639;9.015;99.978
1249;10/05/2025 11:00;4.207;0;5.552;0;9.386;95.633;8.767;100
1250;10/05/2025 11:30;5.244;0;5.552;0;8.444;97.276;8.618;100
1251;10/05/2025 12:00;4.831;0;5.757;0;8.693;96.697;8.817;99.971
1252;10/05/2025 12:30;3.788;0;5.655;0;9.558;96.056;9.485;100
1253;10/05/2025 13:00;3.261;33;5.141;0;8.22;98.451;8.99;100
1254;10/05/2025 13:30;5.141;304;5.141;27;8.319;98.627;9.015;99.806
1255;10/05/2025 14:00;5.86;336;6.064;18;9.064;98.389;9.04;100
1256;10/05/2025 14:30;8.082;960;6.674;46;9.608;97.82;10.075;99.191
1257;10/05/2025 15:00;13.365;2048;7.782;128;9.114;96.087;10.32;97.616
1258;10/05/2025 15:30;9.373;896;8.978;87;9.188;97.281;10.834;98.482
1259;10/05/2025 16:00;9.571;1152;9.176;136;8.27;96.083;9.632;97.627
1260;10/05/2025 16:30;11.334;1536;9.077;224;8.295;97.978;9.485;98.009
1261;10/05/2025 17:00;13.173;1536;10.553;208;7.116;98.561;8.668;98.329
1262;10/05/2025 17:30;17.284;3072;9.965;176;6.661;99.093;8.02;98.888
1263;10/05/2025 18:00;13.654;1728;9.077;128;6.128;99.235;7.318;98.936
1264;10/05/2025 18:30;10.063;1472;8.978;114;5.642;99.437;6.712;99.205
1265;10/05/2025 19:00;12.787;1920;9.373;117;6;99.514;6.914;99.311
1266;10/05/2025 19:30;15.473;3968;9.866;224;5.821;99.536;6.864;99.589
1267;10/05/2025 20:00;10.553;1664;9.275;120;5.898;99.606;6.99;99.82
1268;10/05/2025 20:30;11.625;2048;9.669;160;6.204;99.645;7.015;99.973
1269;10/05/2025 21:00;11.528;1536;9.472;168;6.102;99.665;6.914;100
1270;10/05/2025 21:30;16.808;1920;10.553;272;6.153;99.679;7.015;100
1271;10/05/2025 22:00;16.903;1920;10.063;608;6.204;99.742;7.041;100
1272;10/05/2025 22:30;17.284;1472;10.846;184;6.331;99.73;6.99;100
1273;10/05/2025 23:00;10.944;1152;10.063;128;5.591;99.761;6.737;100
1274;10/05/2025 23:30;10.846;1088;9.768;144;5.745;99.805;6.636;100
1275;11/05/2025 0:00;8.182;160;9.077;18;5.385;99.799;6.611;100
1276;11/05/2025 0:30;7.179;21;8.481;1;5.539;99.819;6.611;100
1277;11/05/2025 1:00;6.674;0;7.782;0;5.898;99.849;6.763;100
1278;11/05/2025 1:30;5.244;0;6.775;0;5.591;99.882;6.433;100
1279;11/05/2025 2:00;6.166;0;7.079;0;5.282;99.866;6.204;100
1280;11/05/2025 2:30;6.064;0;7.079;0;5.591;99.906;6.509;100
1281;11/05/2025 3:00;6.064;0;7.28;0;5.205;99.892;6;100
1282;11/05/2025 3:30;6.37;0;7.28;0;4.999;99.93;6.077;100
1283;11/05/2025 4:00;6.268;0;7.179;0;5.179;99.933;6.026;100
1284;11/05/2025 4:30;6.471;0;7.28;0;5.282;99.963;6.102;100
1285;11/05/2025 5:00;6.37;0;7.28;0;5.334;99.977;5.975;100
1286;11/05/2025 5:30;6.573;0;7.28;0;5.205;99.989;6.051;100
1287;11/05/2025 6:00;5.757;0;7.179;0;5.437;99.983;6.204;100
1288;11/05/2025 6:30;5.962;0;6.978;0;5.642;100;6.281;100
1289;11/05/2025 7:00;5.655;0;6.775;0;5.796;100;6.509;100
1290;11/05/2025 7:30;5.86;0;6.877;0;5.924;99.953;6.636;100
1291;11/05/2025 8:00;6.064;0;6.877;0;6.204;99.984;6.965;100
1292;11/05/2025 8:30;5.655;0;6.877;0;6.484;99.919;7.192;100
1293;11/05/2025 9:00;5.347;0;6.573;0;7.116;99.904;7.619;100
1294;11/05/2025 9:30;5.86;0;6.674;0;6.611;99.809;7.72;100
1295;11/05/2025 10:00;5.552;0;6.471;0;7.268;99.752;7.72;100
1296;11/05/2025 10:30;5.244;0;6.37;0;9.04;99.862;8.07;100
1297;11/05/2025 11:00;5.347;0;6.268;0;7.945;99.578;9.213;99.862
1298;11/05/2025 11:30;5.45;0;6.37;0;8.344;99.445;9.952;99.626
1299;11/05/2025 12:00;5.45;0;6.37;0;10.785;99.314;9.632;99.808
1300;11/05/2025 12:30;5.45;0;6.268;0;10.1;99.123;9.46;99.981
1301;11/05/2025 13:00;5.552;10;6.37;0;11.224;99.287;9.534;99.903
1302;11/05/2025 13:30;5.962;77;6.471;7;10.98;99.269;9.386;100
1303;11/05/2025 14:00;6.268;200;6.674;12;11.102;99.005;9.435;100
1304;11/05/2025 14:30;6.775;480;6.978;47;10.173;99.391;9.262;100
1305;11/05/2025 15:00;7.079;576;7.28;57;9.41;99.573;9.213;100
1306;11/05/2025 15:30;7.882;864;7.782;86;7.419;99.502;8.891;100
1307;11/05/2025 16:00;8.978;1664;7.983;160;6.382;99.501;8.941;100
1308;11/05/2025 16:30;8.779;1664;8.182;107;6.153;99.388;7.745;99.888
1309;11/05/2025 17:00;9.965;2560;8.082;128;5.591;99.495;7.015;99.973
1310;11/05/2025 17:30;10.455;2304;8.481;128;4.921;99.618;6.204;100
1311;11/05/2025 18:00;11.334;2048;9.472;248;4.844;99.572;6;100
1312;11/05/2025 18:30;12.401;2304;10.944;288;4.61;98.951;5.385;100
1313;11/05/2025 19:00;16.141;2432;10.259;320;4.766;99.236;5.205;100
1314;11/05/2025 19:30;14.709;2176;10.259;176;4.818;98.574;5.076;100
1315;11/05/2025 20:00;18.711;2432;10.455;160;5.05;97.471;4.662;100
1316;11/05/2025 20:30;15.76;2432;10.063;128;4.454;98.665;4.662;100
1317;11/05/2025 21:00;17.855;3584;9.965;168;4.558;97.651;4.48;100
1318;11/05/2025 21:30;15.473;2048;9.768;122;4.194;98.688;4.636;100
1319;11/05/2025 22:00;13.269;1920;9.768;136;5.385;96.83;4.428;100
1320;11/05/2025 22:30;10.944;1088;9.373;152;4.869;97.762;4.584;100
1321;11/05/2025 23:00;8.779;576;9.472;83;4.973;98.423;4.714;100
1322;11/05/2025 23:30;10.651;768;7.983;26;5.024;98.243;4.844;100
1323;12/05/2025 0:00;6.268;200;7.481;5;5.36;98.872;5.179;100
1324;12/05/2025 0:30;4.311;16;6.877;0;5.847;95.922;5.462;100
1325;12/05/2025 1:00;3.893;0;6.674;0;5.308;95.084;5.385;100
1326;12/05/2025 1:30;3.049;0;5.962;0;4.298;97.991;5.05;100
1327;12/05/2025 2:00;3.367;0;5.45;0;4.973;96.274;4.818;100
1328;12/05/2025 2:30;3.261;0;5.45;0;4.011;98.201;4.688;100
1329;12/05/2025 3:00;2.73;0;5.347;0;4.818;98.282;4.558;100
1330;12/05/2025 3:30;2.943;0;4.934;0;4.636;97.989;4.532;100
1331;12/05/2025 4:00;3.788;0;4.934;0;4.61;98.297;4.584;100
1332;12/05/2025 4:30;3.049;0;4.934;0;4.818;98.525;4.454;100
1333;12/05/2025 5:00;2.943;0;4.623;0;4.714;97.767;4.584;100
1334;12/05/2025 5:30;2.837;0;4.519;0;4.766;96.708;4.61;100
1335;12/05/2025 6:00;3.683;0;4.623;0;4.921;97.142;4.61;100
1336;12/05/2025 6:30;3.578;0;4.831;0;5.154;96.127;4.662;100
1337;12/05/2025 7:00;4.519;0;4.934;0;6.433;96.576;4.869;100
1338;12/05/2025 7:30;5.141;0;5.347;0;9.312;89.823;4.999;100
1339;12/05/2025 8:00;4.415;0;5.347;0;9.386;90.462;5.385;100
1340;12/05/2025 8:30;2.303;0;5.141;0;8.27;94.101;7.87;100
1341;12/05/2025 9:00;2.517;0;4.831;0;7.77;98.178;8.27;100
1342;12/05/2025 9:30;2.837;0;4.727;0;8.717;97.649;8.494;100
1343;12/05/2025 10:00;3.049;0;4.415;0;8.668;97.586;9.089;100
1344;12/05/2025 10:30;2.73;0;4.102;0;8.668;98.921;9.361;100
1345;12/05/2025 11:00;3.578;0;4.311;0;9.879;98.962;8.941;100
1346;12/05/2025 11:30;2.73;0;3.998;0;11.273;95.632;9.361;100
1347;12/05/2025 12:00;3.261;0;3.998;0;10.1;95.774;9.706;100
1348;12/05/2025 12:30;3.578;0;3.998;0;10.492;96.584;9.829;100
1349;12/05/2025 13:00;3.261;63;3.998;1;10.149;96.843;9.583;100
1350;12/05/2025 13:30;3.683;176;4.102;4;8.866;99.149;9.188;100
1351;12/05/2025 14:00;5.037;480;4.102;21;9.213;99.172;8.817;100
1352;12/05/2025 14:30;13.365;1920;4.311;6;9.139;99.299;8.668;100
1353;12/05/2025 15:00;16.046;2048;4.623;25;8.369;99.428;8.693;100
1354;12/05/2025 15:30;15.951;704;6.471;102;8.22;99.631;8.543;100
1355;12/05/2025 16:00;9.176;672;7.682;144;7.845;99.672;8.419;100
1356;12/05/2025 16:30;11.236;1216;8.879;144;7.343;99.774;8.469;100
1357;12/05/2025 17:00;13.269;1856;9.275;152;7.393;99.885;8.419;100
1358;12/05/2025 17:30;13.269;2176;9.965;200;6.153;99.873;7.419;100
1359;12/05/2025 18:00;15.473;3072;9.472;160;5.591;99.954;6.611;100
1360;12/05/2025 18:30;20.329;3584;10.063;232;5.076;100;6.408;100
1361;12/05/2025 19:00;19.377;3072;9.965;256;5.462;100;6.077;100
1362;12/05/2025 19:30;17.57;2432;10.553;272;5.334;100;5.821;100
1363;12/05/2025 20:00;20.71;3072;10.063;95;6.102;100;5.719;100
1364;12/05/2025 20:30;12.594;1792;9.669;79;6.255;100;5.642;100
1365;12/05/2025 21:00;12.98;1920;9.275;64;6.179;100;5.591;100
1366;12/05/2025 21:30;14.996;1920;9.176;61;5.102;99.959;5.282;100
1367;12/05/2025 22:00;11.041;1152;9.176;71;5.308;100;5.179;100
1368;12/05/2025 22:30;10.063;768;8.978;66;5.282;100;5.102;100
1369;12/05/2025 23:00;9.472;608;8.978;45;5.642;100;5.257;100
1370;12/05/2025 23:30;8.68;288;8.879;31;5.539;100;5.231;100
1371;13/05/2025 0:00;8.082;126;8.68;29;5.411;99.951;5.05;100
1372;13/05/2025 0:30;5.552;31;7.882;1;5.949;99.645;5.411;100
1373;13/05/2025 1:00;4.102;0;7.179;0;5.334;99.398;4.844;100
1374;13/05/2025 1:30;2.837;0;6.573;0;5.385;98.296;4.688;100
1375;13/05/2025 2:00;3.788;0;5.962;0;6.331;96.746;4.558;100
1376;13/05/2025 2:30;2.943;0;5.655;0;6;96.26;4.792;100
1377;13/05/2025 3:00;3.261;0;5.347;0;4.869;95.039;4.48;100
1378;13/05/2025 3:30;3.788;0;5.037;0;5.128;93.196;4.194;100
1379;13/05/2025 4:00;3.998;0;4.831;0;4.869;95.212;3.985;100
1380;13/05/2025 4:30;3.683;0;4.934;0;4.895;94.972;3.88;100
1381;13/05/2025 5:00;4.623;0;4.727;0;4.973;90.693;3.722;100
1382;13/05/2025 5:30;4.311;0;4.519;0;6.077;81.746;3.643;100
1383;13/05/2025 6:00;4.623;0;4.415;0;6.382;76.99;3.775;100
1384;13/05/2025 6:30;4.623;0;4.623;0;7.041;73.96;4.011;100
1385;13/05/2025 7:00;3.893;0;4.623;0;7.895;72.167;4.35;100
1386;13/05/2025 7:30;3.998;0;4.519;0;8.742;71.414;4.766;100
1387;13/05/2025 8:00;3.261;0;4.415;0;10.492;69.269;5.282;100
1388;13/05/2025 8:30;2.088;0;4.207;0;11.565;68.758;6.611;100
1389;13/05/2025 9:00;2.41;0;4.207;0;11.856;74.188;8.916;100
1390;13/05/2025 9:30;3.155;0;4.519;0;11.565;75.829;9.682;100
1391;13/05/2025 10:00;2.624;0;4.519;0;12.171;73.241;9.805;100
1392;13/05/2025 10:30;2.517;0;4.415;0;14.17;60.228;10.222;100
1393;13/05/2025 11:00;2.088;0;4.207;0;13.209;75.722;11.297;99.606
1394;13/05/2025 11:30;1.98;0;3.998;0;13.329;71.744;11.71;96.737
1395;13/05/2025 12:00;2.195;0;3.893;0;13.377;82.405;11.273;97.701
1396;13/05/2025 12:30;2.088;0;3.788;0;9.903;91.623;11.346;96.209
1397;13/05/2025 13:00;3.683;48;3.893;1;11.248;83.837;10.222;96.687
1398;13/05/2025 13:30;5.244;384;3.998;21;14.266;76.22;9.583;98.583
1399;13/05/2025 14:00;6.37;672;4.311;24;12.582;78.368;9.46;98.201
1400;13/05/2025 14:30;10.553;1280;4.623;36;11.127;81.926;9.558;97.98
1401;13/05/2025 15:00;16.713;2432;5.037;56;11.71;83.809;9.854;97.438
1402;13/05/2025 15:30;18.616;2688;6.775;102;10.001;87.571;9.213;98.431
1403;13/05/2025 16:00;16.808;2176;8.779;105;9.435;88.035;9.46;97.804
1404;13/05/2025 16:30;14.517;1664;9.176;109;9.336;70.969;8.27;95.983
1405;13/05/2025 17:00;13.75;1024;9.472;152;9.583;51.371;6.788;96.673
1406;13/05/2025 17:30;17.475;1920;10.063;184;7.494;63.121;5.898;98.562
1407;13/05/2025 18:00;17.094;1600;10.944;464;5.949;67.174;4.999;98.915
1408;13/05/2025 18:30;19.472;2560;12.11;480;7.393;54.354;4.428;99.381
1409;13/05/2025 19:00;22.238;2304;12.497;384;7.293;59.026;4.141;99.708
1410;13/05/2025 19:30;19.187;2176;13.75;400;7.192;55.983;4.115;99.845
1411;13/05/2025 20:00;21.664;2944;12.594;128;7.419;60.271;4.115;100
1412;13/05/2025 20:30;24.062;2816;10.748;512;6.965;51.873;3.932;100
1413;13/05/2025 21:00;24.351;2304;10.357;224;8.668;46.585;3.88;99.993
1414;13/05/2025 21:30;19.758;2048;10.259;224;8.17;48.932;4.037;99.99
1415;13/05/2025 22:00;20.901;3200;10.553;320;7.393;49.101;3.749;99.859
1416;13/05/2025 22:30;18.236;1152;9.866;63;7.77;45.612;3.38;99.945
1417;13/05/2025 23:00;16.523;2048;9.768;168;7.745;45.332;3.116;100
1418;13/05/2025 23:30;15.282;1152;8.68;111;7.494;47.351;3.063;100
1419;14/05/2025 0:00;10.259;464;7.381;47;7.569;46.781;3.089;100
1420;14/05/2025 0:30;5.962;42;6.471;4;7.619;47.642;3.168;100
1421;14/05/2025 1:00;2.195;0;5.962;0;7.318;49.937;3.116;100
1422;14/05/2025 1:30;2.517;0;5.347;0;7.192;49.89;3.009;100
1423;14/05/2025 2:00;3.472;0;4.727;0;7.895;46.701;2.983;100
1424;14/05/2025 2:30;4.727;0;4.623;0;8.02;47.328;2.77;100
1425;14/05/2025 3:00;4.727;0;4.415;0;7.041;48.901;2.637;100
1426;14/05/2025 3:30;4.934;0;4.311;0;6.914;49.671;2.503;100
1427;14/05/2025 4:00;5.655;0;4.207;0;6.737;50.821;2.45;100
1428;14/05/2025 4:30;4.415;0;4.207;0;5.024;60.482;2.37;100
1429;14/05/2025 5:00;3.683;0;3.998;0;5.282;61.101;2.45;100
1430;14/05/2025 5:30;3.998;0;3.893;0;4.973;62.827;2.396;100
1431;14/05/2025 6:00;2.73;0;3.367;0;4.402;63.269;2.343;100
1432;14/05/2025 6:30;2.517;0;3.155;0;5.179;58.48;2.423;100
1433;14/05/2025 7:00;4.102;0;3.261;0;7.469;51.735;2.637;100
1434;14/05/2025 7:30;3.472;0;3.155;0;10.198;46.597;2.983;100
1435;14/05/2025 8:00;4.207;0;3.261;0;10.638;44.578;3.38;100
1436;14/05/2025 8:30;4.519;0;3.155;0;11.565;51.466;4.714;100
1437;14/05/2025 9:00;4.311;0;3.155;0;12.316;57.698;6.965;99.325
1438;14/05/2025 9:30;3.998;0;2.837;0;11.346;65.354;8.419;97.616
1439;14/05/2025 10:00;3.472;0;2.837;0;11.37;77.724;9.485;95.81
1440;14/05/2025 10:30;3.261;0;2.624;0;11.419;80.771;10.345;97.097
1441;14/05/2025 11:00;1.656;0;2.41;0;13.233;72.916;10.956;96.407
1442;14/05/2025 11:30;1.872;0;2.303;0;10.858;74.683;11.127;92.528
1443;14/05/2025 12:00;2.73;0;2.303;0;13.305;72.194;9.188;90.901
1444;14/05/2025 12:30;1.656;0;2.195;0;11.492;79.178;9.361;93.223
1445;14/05/2025 13:00;1.872;40;2.195;0;17.629;63.778;9.46;95.199
1446;14/05/2025 13:30;2.943;144;2.195;3;15.247;66.718;9.608;92.803
1447;14/05/2025 14:00;4.415;336;2.41;4;10.345;77.369;8.618;94.37
1448;14/05/2025 14:30;14.996;1664;2.73;6;14.457;70.964;8.693;95.195
1449;14/05/2025 15:00;17.284;1920;3.049;10;12.968;75.673;8.767;97.116
1450;14/05/2025 15:30;18.14;1792;4.623;95;8.916;80.217;8.916;96.458
1451;14/05/2025 16:00;17.189;2048;6.775;103;8.866;80.071;8.27;97.253
1452;14/05/2025 16:30;14.9;1728;7.782;120;7.845;81.989;7.72;97.72
1453;14/05/2025 17:00;14.996;2432;8.581;168;5.796;92.369;5.949;97.353
1454;14/05/2025 17:30;14.23;1088;9.275;224;5.642;88.111;5.385;98.734
1455;14/05/2025 18:00;20.71;2048;10.748;464;5.847;86.019;4.818;98.961
1456;14/05/2025 18:30;17.665;2816;11.139;576;5.668;91.579;4.688;99.6
1457;14/05/2025 19:00;26.292;1600;10.063;184;5.462;91.021;4.844;99.981
1458;14/05/2025 19:30;26.39;2432;9.965;400;5.385;91.052;4.74;100
1459;14/05/2025 20:00;28.953;4608;9.571;122;5.128;82.925;4.454;100
1460;14/05/2025 20:30;24.351;2944;10.259;256;5.411;82.096;4.35;100
1461;14/05/2025 21:00;18.521;1728;9.373;95;3.274;88.034;4.115;100
1462;14/05/2025 21:30;28.357;3584;8.879;240;3.749;83.492;3.854;100
1463;14/05/2025 22:00;19.758;2048;8.68;112;4.402;82.337;3.958;100
1464;14/05/2025 22:30;19.472;1920;9.176;128;3.406;88.117;3.906;100
1465;14/05/2025 23:00;19.282;1216;8.282;46;5.821;84.528;4.037;100
1466;14/05/2025 23:30;14.517;864;7.381;52;5.179;85.287;4.011;100
1467;15/05/2025 0:00;7.481;288;6.166;16;5.411;82.017;3.932;100
1468;15/05/2025 0:30;4.831;27;5.962;1;5.076;79.581;3.617;100
1469;15/05/2025 1:00;3.683;0;5.347;0;5.411;85.991;3.722;100
1470;15/05/2025 1:30;4.207;0;4.934;0;4.74;89.57;3.775;100
1471;15/05/2025 2:00;4.102;0;5.037;0;3.801;89.079;3.722;100
1472;15/05/2025 2:30;3.683;0;5.037;0;4.089;87.394;3.617;100
1473;15/05/2025 3:00;1.439;0;4.519;0;3.643;86.772;3.168;100
1474;15/05/2025 3:30;1.764;0;4.207;0;3.643;88.558;3.195;100
1475;15/05/2025 4:00;-0.102;0;3.998;0;4.818;88.214;3.301;100
1476;15/05/2025 4:30;-0.213;0;3.893;0;4.272;89.3;3.327;100
1477;15/05/2025 5:00;0.784;0;3.472;0;3.958;90.383;3.221;100
1478;15/05/2025 5:30;-0.437;0;3.261;0;2.93;95.617;3.538;100
1479;15/05/2025 6:00;1.764;0;3.155;0;3.485;96.744;4.324;100
1480;15/05/2025 6:30;1.872;0;3.155;0;2.557;95.709;3.38;100
1481;15/05/2025 7:00;1.656;0;3.049;0;3.827;94.733;3.67;100
1482;15/05/2025 7:30;0.343;0;2.837;0;5.565;95.104;5.668;100
1483;15/05/2025 8:00;2.303;0;2.837;0;7.469;92.653;5.462;100
1484;15/05/2025 8:30;1.98;0;2.73;0;8.22;84.199;6.56;100
1485;15/05/2025 9:00;1.872;0;2.624;0;11.467;73.241;7.167;100
1486;15/05/2025 9:30;1.872;0;2.624;0;7.97;86.739;7.192;100
1487;15/05/2025 10:00;1.003;0;2.517;0;7.87;88.456;7.419;99.698
1488;15/05/2025 10:30;1.33;0;2.303;0;9.41;84.716;8.319;96.745
1489;15/05/2025 11:00;1.872;0;2.73;0;9.41;85.773;9.386;94.725
1490;15/05/2025 11:30;1.764;0;2.517;0;10.565;81.557;8.593;96.994
1491;15/05/2025 12:00;1.656;0;2.41;0;10.222;79.801;11.224;92.347
1492;15/05/2025 12:30;1.33;0;2.195;0;9.064;79.385;10.369;91.356
1493;15/05/2025 13:00;3.893;91;3.998;2;8.618;86.556;8.841;94.53
1494;15/05/2025 13:30;1.33;152;2.943;3;9.238;83.054;8.941;95.413
1495;15/05/2025 14:00;2.73;320;3.049;51;7.845;90.15;9.262;95.046
1496;15/05/2025 14:30;6.877;1536;5.141;102;10.32;81.529;9.41;93.312
1497;15/05/2025 15:00;10.944;2176;5.552;80;7.569;83.36;9.213;95.284
1498;15/05/2025 15:30;13.558;2688;6.674;136;9.78;85.782;9.015;96.335
1499;15/05/2025 16:00;17.76;3328;7.782;256;8.22;90.81;8.519;97.495
1500;15/05/2025 16:30;11.334;1152;7.582;113;8.593;90.545;8.22;97.562
1501;15/05/2025 17:00;11.139;2048;7.682;94;7.293;93.415;7.945;97.832
1502;15/05/2025 17:30;16.332;1536;9.176;240;6.153;94.466;7.242;98.007
1503;15/05/2025 18:00;14.804;2432;10.357;288;6.509;95.632;7.091;98.774
1504;15/05/2025 18:30;18.331;3584;8.978;160;6.23;96.619;7.268;99.118
1505;15/05/2025 19:00;16.046;1856;11.722;704;5.385;95.055;6.813;98.892
1506;15/05/2025 19:30;15.76;2560;10.748;1792;4.194;96.257;5.821;99.051
1507;15/05/2025 20:00;11.236;1856;9.768;208;2.983;96.751;4.818;99.13
1508;15/05/2025 20:30;15.473;1536;10.063;104;3.749;97.692;4.037;99.414
1509;15/05/2025 21:00;12.401;1344;10.063;152;3.906;97.929;4.35;99.864
1510;15/05/2025 21:30;20.424;2688;9.275;288;3.089;97.773;4.298;100
1511;15/05/2025 22:00;11.528;768;9.669;82;4.22;98.236;4.688;100
1512;15/05/2025 22:30;16.999;992;9.571;65;4.194;97.428;4.921;100
1513;15/05/2025 23:00;10.651;512;8.68;51;3.932;95.989;4.947;100
1514;15/05/2025 23:30;11.139;800;8.779;88;3.538;96.174;4.532;100
1515;16/05/2025 0:00;8.382;200;8.182;34;2.744;96.781;4.246;100
1516;16/05/2025 0:30;6.877;20;7.582;1;3.168;97.045;3.932;100
1517;16/05/2025 1:00;6.573;0;7.179;0;3.958;97.75;4.506;100
1518;16/05/2025 1:30;6.877;0;7.381;0;2.983;97.67;4.194;100
1519;16/05/2025 2:00;5.655;0;7.079;0;3.089;98.183;3.617;100
1520;16/05/2025 2:30;3.049;0;6.37;0;2.744;98.133;3.538;100
1521;16/05/2025 3:00;0.784;0;5.45;0;3.88;98.551;4.22;100
1522;16/05/2025 3:30;1.33;0;4.727;0;2.61;98.384;4.063;100
1523;16/05/2025 4:00;1.33;0;4.415;0;2.128;98.007;2.93;100
1524;16/05/2025 4:30;1.33;0;4.207;0;1.913;96.212;2.477;100
1525;16/05/2025 5:00;2.73;0;4.207;0;2.503;94.473;2.53;100
1526;16/05/2025 5:30;3.998;0;4.727;0;2.69;95.941;2.047;100
1527;16/05/2025 6:00;3.472;0;4.934;0;1.913;94.411;2.262;100
1528;16/05/2025 6:30;2.517;0;4.623;0;2.503;91.235;2.047;100
1529;16/05/2025 7:00;1.764;0;4.519;0;3.248;90.302;2.423;100
1530;16/05/2025 7:30;1.33;0;3.893;0;6.661;81.985;2.956;100
1531;16/05/2025 8:00;3.788;0;4.102;0;7.217;76.024;3.168;100
1532;16/05/2025 8:30;2.41;0;4.207;0;9.064;66.611;3.985;100
1533;16/05/2025 9:00;0.784;0;3.472;0;9.952;84.683;5.128;100
1534;16/05/2025 9:30;1.439;0;3.155;0;6.889;94.563;6.914;100
1535;16/05/2025 10:00;3.155;0;3.788;0;7.066;96.329;8.27;98.218
1536;16/05/2025 10:30;2.088;0;3.998;0;8.817;91.576;7.569;99.545
1537;16/05/2025 11:00;0.453;0;3.261;0;9.78;89.448;8.295;97.879
1538;16/05/2025 11:30;-0.662;0;2.73;0;8.965;88.415;7.745;97.974
1539;16/05/2025 12:00;0.453;0;2.195;0;9.41;87.061;8.369;97.504
1540;16/05/2025 12:30;0.893;0;2.088;0;10.638;83.696;8.891;96.151
1541;16/05/2025 13:00;-0.325;52;1.872;1;12.823;83.553;8.792;96.525
1542;16/05/2025 13:30;0.121;184;1.764;3;9.657;85.171;8.519;96.5
1543;16/05/2025 14:00;1.221;304;1.98;4;8.99;88.681;8.767;96.717
1544;16/05/2025 14:30;10.063;1728;2.303;6;7.242;96.773;7.82;98.782
1545;16/05/2025 15:00;10.748;1984;2.624;8;7.419;97.514;7.72;99.392
1546;16/05/2025 15:30;14.9;2048;3.788;110;6.839;98.042;7.695;99.678
1547;16/05/2025 16:00;15.378;2176;5.45;81;7.469;98.168;7.82;100
1548;16/05/2025 16:30;12.207;768;6.674;176;7.469;98.316;8.095;100
1549;16/05/2025 17:00;12.013;1600;8.581;216;6.813;98.403;7.87;100
1550;16/05/2025 17:30;16.141;2432;8.382;128;6.687;98.612;7.619;100
1551;16/05/2025 18:00;17.95;3584;9.176;336;6.712;98.668;7.569;100
1552;16/05/2025 18:30;14.996;2048;8.481;192;6.712;98.766;7.494;100
1553;16/05/2025 19:00;14.325;1920;8.779;113;6.661;98.8;7.494;100
1554;16/05/2025 19:30;17.284;3456;9.275;240;6.636;98.891;7.444;100
1555;16/05/2025 20:00;16.523;2816;9.373;224;6.56;98.918;7.368;100
1556;16/05/2025 20:30;16.808;1408;9.176;73;6.458;98.939;7.393;100
1557;16/05/2025 21:00;13.461;1152;9.176;128;6.535;99.009;7.343;100
1558;16/05/2025 21:30;9.176;576;8.182;32;6.484;99.043;7.318;100
1559;16/05/2025 22:00;8.779;608;7.983;46;6.204;99.062;7.192;100
1560;16/05/2025 22:30;7.983;480;7.882;48;6.306;99.091;7.142;100
1561;16/05/2025 23:00;8.581;480;7.983;35;6.382;99.112;7.116;100
1562;16/05/2025 23:30;8.581;336;8.282;34;6.408;99.119;7.066;100
1563;17/05/2025 0:00;7.682;136;8.082;15;6.281;99.132;7.091;100
1564;17/05/2025 0:30;6.978;9;7.882;0;6.255;99.174;7.066;100
1565;17/05/2025 1:00;6.978;0;7.682;0;6.026;99.182;6.965;100
1566;17/05/2025 1:30;6.978;0;7.582;0;6.026;99.206;6.914;100
1567;17/05/2025 2:00;6.877;0;7.582;0;6.026;99.255;6.839;100
1568;17/05/2025 2:30;6.877;0;7.582;0;5.949;99.257;6.813;100
1569;17/05/2025 3:00;6.775;0;7.481;0;5.847;99.301;6.763;100
1570;17/05/2025 3:30;6.775;0;7.481;0;5.796;99.335;6.636;100
1571;17/05/2025 4:00;6.674;0;7.481;0;5.36;99.308;6.56;100
1572;17/05/2025 4:30;6.674;0;7.481;0;4.947;99.384;6.204;100
1573;17/05/2025 5:00;6.471;0;7.381;0;4.506;99.355;5.949;100
1574;17/05/2025 5:30;6.471;0;7.28;0;3.801;99.443;5.411;100
1575;17/05/2025 6:00;6.471;0;7.28;0;3.958;99.488;4.973;100
1576;17/05/2025 6:30;6.573;0;7.179;0;3.827;99.474;4.636;100
1577;17/05/2025 7:00;6.471;0;7.179;0;4.298;99.489;4.662;100
1578;17/05/2025 7:30;6.471;0;7.179;0;5.024;98.243;4.869;100
1579;17/05/2025 8:00;6.37;0;7.079;0;5.642;97.88;5.334;100
